id,timestamp,duration,data,app
24,2025-02-10 13:53:32.001000+00:00,2.042,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
18,2025-02-10 13:53:00.086000+00:00,31.898,"{'app': 'chrome.exe', 'title': 'ActivityWatch - Google Chrome'}",chrome.exe
16,2025-02-10 13:52:48.151000+00:00,11.77,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
17,2025-02-10 13:52:48.151000+00:00,10.166,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
15,2025-02-10 13:52:34.028000+00:00,13.321,"{'app': 'chrome.exe', 'title': 'ActivityWatch - Google Chrome'}",chrome.exe
13,2025-02-10 13:52:30.962000+00:00,2.041,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
12,2025-02-10 13:52:30.856000+00:00,3.049,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
14,2025-02-10 13:52:30.856000+00:00,3.049,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
10,2025-02-10 13:52:22.716000+00:00,7.801,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
11,2025-02-10 13:52:22.716000+00:00,7.109,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
9,2025-02-10 13:51:44.545000+00:00,37.818,"{'app': 'explorer.exe', 'title': ''}",explorer.exe
7,2025-02-10 13:51:42.504000+00:00,1.514,"{'app': 'Docker Desktop.exe', 'title': 'Docker Desktop'}",Docker Desktop.exe
8,2025-02-10 13:51:42.504000+00:00,1.022,"{'app': 'Docker Desktop.exe', 'title': 'Docker Desktop'}",Docker Desktop.exe
